input,gold_hard,llm_soft,llm_hard
"an animation landmark as monumental as disney's 1937 breakthrough snow white and the seven dwarfs . 
",positive,"[{' positive': 0.0, ' negative': -17.894224, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a bowel-curdling , heart-stopping recipe for terror . 
",positive,"[{' negative': -9.055464e-07, ' positive': -13.876213, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a very pretty after-school special . it's an effort to watch this movie , but it eventually pays off and is effective if you stick with it . 
",positive,"[{' positive': -5.460492e-07, ' negative': -14.387154, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . 
",positive,"[{' positive': 0.0, ' negative': -17.406311, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"passion , lip-synching , tragedy , and lots of really really high notes . for me , this opera isn't a favorite , so it's a long time before the fat lady sings . 
",negative,"[{' negative': 0.0, ' positive': -17.345505, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"even better than the first one ! 
",positive,"[{' positive': 0.0, ' negative': -17.453903, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"throughout all the tumult , a question comes to mind : so why is this so boring ? 
",negative,"[{' negative': 0.0, ' positive': -18.979103, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"comes off more like a misdemeanor , a flat , unconvincing drama that never catches fire . 
",negative,"[{' negative': 0.0, ' positive': -18.284737, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution . 
",positive,"[{' negative': -0.44888335, ' positive': -1.0170519, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"pete's screenplay manages to find that real natural , even-flowing tone that few movies are able to accomplish . 
",positive,"[{' positive': 0.0, ' negative': -17.24072, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a very funny movie . 
",positive,"[{' positive': 0.0, ' negative': -17.3637, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"in an era where big stars and high production values are standard procedure , narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve . 
",positive,"[{' positive': 0.0, ' negative': -18.282751, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"you watch for that sense of openness , the little surprises . 
",positive,"[{' positive': 0.0, ' negative': -17.431702, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts . 
",positive,"[{' positive': -1.8841804e-07, ' negative': -15.50927, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"george lucas returns as a visionary with a tale full of nuance and character dimension . 
",positive,"[{' positive': 0.0, ' negative': -17.921545, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"why make a documentary about these marginal historical figures ? wouldn't one about their famous dad , author of death in venice , etc . , be more valuable ? 
",negative,"[{' negative': -1.1430258e-06, ' positive': -13.615158, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"my big fat greek wedding is not only the best date movie of the year , it's also a -- dare i say it twice -- delightfully charming -- and totally american , i might add -- slice of comedic bliss . 
",positive,"[{' positive': 0.0, ' negative': -17.606262, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"as a tolerable diversion , the film suffices ; a triumph , however , it is not . 
",positive,"[{' negative': -0.00025324314, ' positive': -8.2809305, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but also acknowledging the places , and the people , from whence you came . 
",positive,"[{' positive': 0.0, ' negative': -18.949486, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the most wondrous love story in years , it is a great film . 
",positive,"[{' positive': 0.0, ' negative': -18.436766, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"overall , the film misses the brilliance of jelinek's novel by some way . it settles for being merely grim . 
",negative,"[{' negative': 0.0, ' positive': -17.641937, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"that neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks . 
",negative,"[{' negative': 0.0, ' positive': -17.600174, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"so much about the film is loopy and ludicrous . . . that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened . 
",negative,"[{' negative': 0.0, ' positive': -17.962484, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"woo has as much right to make a huge action sequence as any director , but how long will filmmakers copy the "" saving private ryan "" battle scenes before realizing steven spielberg got it right the first time ? 
",negative,"[{' negative': -0.0007752325, ' positive': -7.1626706, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a remarkable film by bernard rose . 
",positive,"[{' positive': 0.0, ' negative': -17.756409, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it doesn't do the original any particular dishonor , but neither does it exude any charm or personality . 
",negative,"[{' negative': -1.3823812e-06, ' positive': -13.488999, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compelling . 
",positive,"[{' positive': 0.0, ' negative': -17.11975, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . 
",negative,"[{' negative': 0.0, ' positive': -17.79078, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"content merely to lionize its title character and exploit his anger - all for easy sanctimony , formulaic thrills and a ham-fisted sermon on the need for national health insurance . 
",negative,"[{' negative': 0.0, ' positive': -17.133703, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the story , like life , refuses to be simple , and the result is a compelling slice of awkward emotions . 
",positive,"[{' positive': 0.0, ' negative': -17.286718, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"you will likely prefer to keep on watching . 
",positive,"[{' positive': -9.055464e-07, ' negative': -13.856415, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"breen's script is sketchy with actorish notations on the margin of acting . 
",negative,"[{' negative': 0.0, ' positive': -17.44757, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the film didn't convince me that calvin jr . 's barbershop represents some sort of beacon of hope in the middle of chicago's south side . 
",negative,"[{' negative': 0.0, ' positive': -18.101034, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the determination of pinochet's victims to seek justice , and their often heartbreaking testimony , spoken directly into director patricio guzman's camera , pack a powerful emotional wallop . 
",positive,"[{' positive': -3.076318e-07, ' negative': -14.775695, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"some movies were made for the big screen , some for the small screen , and some , like ballistic : ecks vs . sever , were made for the palm screen . 
",negative,"[{' positive': -0.0029605525, ' negative': -5.823845, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"if you've got a house full of tots -- don't worry , this will be on video long before they grow up and you can wait till then . 
",negative,"[{' positive': -6.827632e-08, ' negative': -15.6707535, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a meatballs for the bare-midriff generation . 
",negative,"[{' positive': -0.16879329, ' negative': -1.8622899, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"if you're looking for comedy to be served up , better look elsewhere . 
",negative,"[{' negative': 0.0, ' positive': -18.803345, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"an unencouraging threefold expansion on the former mtv series , accompanying the stunt-hungry dimwits in a random series of collected gags , pranks , pratfalls , dares , injuries , etc . 
",negative,"[{' negative': 0.0, ' positive': -18.45902, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"has all the poignancy of a hallmark card and all the comedy of a gallagher stand-up act . 
",negative,"[{' positive': -0.00018045263, ' negative': -8.619878, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"let's hope -- shall we ? -- that the 'true story' by which all the queen's men is allegedly "" inspired "" was a lot funnier and more deftly enacted than what's been cobbled together onscreen . 
",negative,"[{' negative': 0.0, ' positive': -18.335922, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"grant is certainly amusing , but the very hollowness of the character he plays keeps him at arms length
",positive,"[{' negative': -0.00822937, ' positive': -4.804158, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"schneidermeister . . . makin' a fool of himself . . . losin' his fan base . . . 
",negative,"[{' negative': 0.0, ' positive': -17.898323, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"cacoyannis is perhaps too effective in creating an atmosphere of dust-caked stagnation and labored gentility . 
",negative,"[{' negative': 0.0, ' positive': -16.783018, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
" . . . a story , an old and scary one , about the monsters we make , and the vengeance they take . 
",positive,"[{' positive': -0.1917292, ' negative': -1.7460047, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"not only unfunny , but downright repellent . 
",negative,"[{' negative': 0.0, ' positive': -19.206047, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a battle between bug-eye theatre and dead-eye matinee . 
",negative,"[{' negative': -0.022643575, ' positive': -3.7991784, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"there are some fairly unsettling scenes , but they never succeed in really rattling the viewer . 
",negative,"[{' positive': -0.13291976, ' negative': -2.083733, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
