input,gold_hard,llm_soft,llm_hard
"it doesn 't stink , ever ( like some have assumed since it doesn 't wrap each diaper into its own neat little cocoon ) .",positive,"[{'positive': -9.055464e-07, 'negative': -13.877769, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
it feels solid and not flimsy like the carbon .,positive,"[{'positive': 0.0, 'negative': -17.374092, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"however , if there was one thing i liked about the creative , it would be the car adapter .",positive,"[{'positive': 0.0, 'negative': -17.959166, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
1 . the phone has the best keypad any nokia phone has to offer .,positive,"[{'positive': 0.0, 'negative': -16.863731, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
cheap construction - they should have made the player out of hard plastic and put some rubber on the corners .,negative,"[{'negative': -6.827632e-08, 'positive': -15.572563, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
avoid this product at all costs .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.342887, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
but it ; . you won 't regret it .,positive,"[{'positive': -6.827632e-08, 'negative': -15.998573, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
as said before this works perfectly .,positive,"[{'positive': -6.827632e-08, 'negative': -16.587105, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"whichever it may be , i 'm happy i 've made this purchase .",positive,"[{'positive': 0.0, 'negative': -17.756157, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i enjoy getting use to the touch pad .,positive,"[{'positive': 0.0, 'negative': -18.28469, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
this was obviously a conspiracy as it is freak in ' easy to manufacture a device with replaceable batteries ! . ! .,negative,"[{'negative': -0.00074630143, 'positive': -7.2007737, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"unlike other reviewers , i like the tool because it is easy to operate outside of the router table .",positive,"[{'positive': 0.0, 'negative': -18.4363, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the quality is significant and you 'll be very happy from saving time and the headache .,positive,"[{'positive': 0.0, 'negative': -17.96588, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the handsfree provided by the phone is useful for those who talk on the phone while driving .,positive,"[{'positive': 0.0, 'negative': -17.97254, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i hate apex but love amazon , and i tell everyone .",negative,"[{'negative': -1.1039229e-05, 'positive': -11.412486, ' Negative': -87.19768, '!': -87.33654, '""': -87.33654}]",negative
+looks snazzy +smaller than a pack of smokes - easily transported +ac charger included as well as a hard shell that comes with a clip and a stand adapter +usb cable ! .,positive,"[{'positive': 0.0, 'negative': -17.077812, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the interface works great .,positive,"[{'positive': 0.0, 'negative': -18.015036, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"it fits into a hand well , it has a removable battery ( this is important ) , great sound quality , fm stereo , recorder , smooth ui , and a feature that most uni pods lack . . . char ! .",positive,"[{'positive': 0.0, 'negative': -17.486534, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"but at the same time , it takes wonderful pictures very easily in "" auto "" mode , so that even an average joe like me can use it ! .",positive,"[{'positive': 0.0, 'negative': -16.88105, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the other pail i used started to smell after 2 weeks of use .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.224022, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
only problem is that is a bit heavy .,negative,"[{'negative': -0.52570117, 'positive': -0.8943841, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
there is an open-source firmware on the net which has tons of extra features .,positive,"[{'positive': 0.0, 'negative': -17.614525, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
nokia does not disappoint in this model .,positive,"[{'positive': -1.8841804e-07, 'negative': -15.228836, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
software downloads on the site crashed my pc .,negative,"[{'negative': -6.827632e-08, 'positive': -15.859833, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"overall , a good buy for the price .",positive,"[{'positive': 0.0, 'negative': -18.690071, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the customer support is pathetic .,negative,"[{'negative': -6.827632e-08, 'positive': -16.327003, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the customer service dept did not list a toll free number and it was a real hassle to get through on their regular line .,negative,"[{'negative': 0.0, 'positive': -17.139404, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the gprs web access is slow ! .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.313796, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
silver metal case -not plastic .,positive,"[{'positive': -1.3823812e-06, 'negative': -13.472109, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i assumed they had exceptional service , but their reception in my area ( laos angele's ) is horrendous .",negative,"[{'negative': -5.460492e-07, 'positive': -14.335944, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the internet connection would go down every 5 mins when i used it with a p2p program called bit spirit .,negative,"[{'negative': -6.827632e-08, 'positive': -15.777061, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"so , you might inquire , why don 't they make it a first priority to carefully , simply explain how download music from your music library to their device ? . ? . ? . this seems academic to me .",negative,"[{'negative': -2.693682e-06, 'positive': -12.792894, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
so the pretty solid router all around good for the money here 's the link to firmware updates http : //www . suavest . com/forum6 . html,positive,"[{'positive': 0.0, 'negative': -17.615713, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i was looking for something that wasn 't too complicated to use and to help the pics i post on ebay show more detail .,positive,"[{'positive': 0.0, 'negative': -18.039482, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i have not had any distortion problems with this phone and am more pleased with this phone than any i 've used before .,positive,"[{'positive': 0.0, 'negative': -17.500679, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"it it is a bit heavy for hand held work , but any router this size will be .",negative,"[{'negative': -0.50684625, 'positive': -0.92228967, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the accessories that come with the player are great .,positive,"[{'positive': 0.0, 'negative': -18.422874, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
for the most part this is a good dvd player .,positive,"[{'positive': 0.0, 'negative': -17.17672, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"hold button -- suprisingly not all mp3s have this ; . this allows you to have all the buttons unusable , so that you don 't accidently hit something in your pocket .",positive,"[{'positive': -4.277735e-07, 'negative': -14.57862, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i received this little jewel as a gift and i can honestly say absolutely love it .,positive,"[{'positive': 0.0, 'negative': -17.47907, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the screen is easily scratched but if you have the warranty you should be able to swap it out .,negative,"[{'positive': -0.00032324117, 'negative': -8.037326, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i 've had this for 3 months now , and i am pleased with my decision .",positive,"[{'positive': 0.0, 'negative': -16.979141, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
not plug & play ; . relies on id3 ; . no fm or recording,negative,"[{'negative': -1.1430258e-06, 'positive': -13.650909, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"it 's not the heaviest around ( i think porter-cable has that distinction ) , but i found its combination of weight and power really too much to allow precise handheld operation .",negative,"[{'negative': -8.296486e-06, 'positive': -11.69658, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"i think , apex is the best dvd player you can get for the price .",positive,"[{'positive': 0.0, 'negative': -18.053734, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
. images taken indoor were n 't so clear .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.170784, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
if you need a wireless router . . . . get it get it get it . . . . works really good . . . .,positive,"[{'positive': 0.0, 'negative': -17.139938, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i highly recommend it .,positive,"[{'positive': 0.0, 'negative': -18.1639, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"b ) the lens cover is surely loose , i already accidently finger-printed the len a few times , and au lens ti gt and cause potential damage .",negative,"[{'negative': -7.8540467e-07, 'positive': -13.959122, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"also , the fit and finish could be better although this doesn 't detract from performance .",negative,"[{'positive': -0.010735917, 'negative': -4.539514, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
in that model the hard drive just died one morning before my class .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.503204, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
after getting used to the m12 all the rest seemed lacking .,positive,"[{'negative': -1.5327929e-05, 'positive': -11.080948, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
7 ) some people have problems with the flip switch on the bottom that releases the player cover - has not been an issue for me and is immaterial if you use the case as the case covers the switch .,positive,"[{'positive': -6.6294406e-06, 'negative': -11.909567, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"there is no photo viewing option , however , there is a 20 gb photo ipod , but it costs $20 more .",negative,"[{'negative': -0.0005086275, 'positive': -7.5840807, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
a huge beautiful color screen which can not been scratched at all even with the rough handling i give it .,positive,"[{'positive': 0.0, 'negative': -16.984665, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"very comfortable camera , easy to use , and the best digital photos you 're going to get at this price .",positive,"[{'positive': 0.0, 'negative': -17.872192, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"battery : compared to the other players on the market , the ipod has one of the worst batteries around .",negative,"[{'negative': -1.8841804e-07, 'positive': -15.518486, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
it feels tiny in the hand without it .,positive,"[{'negative': -1.2468796e-05, 'positive': -11.285451, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
