input,gold_hard,fine_label,llm_soft,llm_hard
"What John Steinbeck novel portrays the Joad family , driven from the Oklahoma dustbowl ?",entity,5,"[{'description': -0.15299071, 'entity': -1.9530166, 'n': -11.264829, 'human': -12.995291, 'location': -13.29676}]",description
What date did man first land on the moon ?,numeric value,39,"[{'n': -0.003849487, 'entity': -5.644184, 'description': -8.28677, 'ab': -9.994785, 'location': -12.193873}]",n
Where are the headquarters of Eli Lilly ?,location,35,"[{'location': -0.00015124086, 'entity': -8.821531, 'n': -13.079725, 'description': -13.408659, 'ab': -16.248327}]",location
How many web servers are there ?,numeric value,38,"[{'n': -6.6619094e-07, 'entity': -14.262665, 'ab': -17.744652, 'description': -18.015564, 'location': -20.645187}]",n
What 's the last line of Dickens 's A Christmas Carol ?,description,25,"[{'description': -0.00037827427, 'entity': -7.9094887, 'n': -11.5539665, 'human': -13.929699, 'location': -14.752888}]",description
How many trees go into paper making in a year ?,numeric value,38,"[{'n': -7.584048e-06, 'entity': -11.854254, 'description': -14.75646, 'ab': -16.111128, 'location': -19.167578}]",n
Where can I find info on research being done on oilseeds thru genetics ?,location,35,"[{'description': -0.025599081, 'entity': -3.6789727, 'n': -11.361795, 'location': -11.363527, 'human': -13.283258}]",description
How come light bulbs go out ?,description,27,"[{'description': -1.1753544e-05, 'entity': -11.417941, 'n': -14.258845, 'human': -16.564875, 'location': -17.194592}]",description
For what reason did the Shea & Gould law firm close their L.A. office ?,description,27,"[{'description': -0.41839144, 'location': -1.1329987, 'entity': -3.9310563, 'n': -8.835818, 'human': -9.9156065}]",description
How far out is the universe ?,numeric value,40,"[{'n': -0.055801906, 'description': -3.169594, 'entity': -4.4147186, 'location': -8.889832, 'ab': -10.99736}]",n
What is the difference between a bottle and a jar ?,description,25,"[{'description': -8.721922e-05, 'entity': -9.351131, 'n': -15.058368, 'location': -18.20991, 'human': -18.232264}]",description
What disease is the second-biggest killer of North Americans ?,entity,7,"[{'description': -0.25738087, 'entity': -1.4870484, 'human': -7.3151274, 'n': -8.82014, 'location': -9.701037}]",description
Where did the Mayan Indians live ?,location,35,"[{'location': -1.0204763e-05, 'entity': -11.843882, 'description': -12.80539, 'n': -14.929102, 'ab': -18.464975}]",location
Where was Poe born ?,location,35,"[{'location': -4.883026e-05, 'entity': -10.109424, 'description': -11.895548, 'n': -13.744134, 'ab': -15.047861}]",location
What happens to the female body with lack of sleep and food ?,description,25,"[{'description': -4.6010214e-06, 'entity': -12.390782, 'n': -14.749934, 'human': -16.499294, 'ab': -18.495045}]",description
What is a fear of crystals or glass ?,entity,7,"[{'description': -0.03607766, 'entity': -3.3413908, 'n': -10.439657, 'ab': -11.566976, 'human': -11.88487}]",description
Name a product that controls the ripening of apples .,entity,15,"[{'description': -0.46312279, 'entity': -0.9924502, 'n': -11.15842, 'human': -13.467836, 'location': -13.858126}]",description
How many warmup pitches does a reliever get coming into a baseball game ?,numeric value,38,"[{'n': -2.9311614e-06, 'entity': -13.050112, 'description': -14.136188, 'ab': -16.74828, 'human': -19.939434}]",n
Where did Dylan Thomas die ?,location,35,"[{'location': -4.5255874e-05, 'entity': -10.273452, 'description': -11.652907, 'ab': -13.651221, 'n': -13.976432}]",location
What common livestock have the greatest variety of breeds ?,entity,2,"[{'description': -0.18021506, 'entity': -1.8024608, 'n': -11.18412, 'human': -13.46096, 'location': -13.463502}]",description
What film had Bette Davis creating a scandal by wearing a daring red gown to a society ball ?,entity,5,"[{'description': -0.00026481107, 'entity': -8.24046, 'n': -13.854291, 'human': -16.75198, 'location': -16.882902}]",description
What disease did August von Wassermann develop a specific test for in 196 ?,entity,7,"[{'n': -0.62982154, 'entity': -0.91252106, 'description': -2.9146955, 'ab': -4.5072093, 'human': -7.602905}]",n
What card company sells Christmas ornaments ?,human being,28,"[{'entity': -0.1770707, 'description': -1.8185196, 'n': -11.59529, 'ab': -13.091492, 'location': -13.238045}]",entity
How do I find out what cities are in a certain area code ?,description,26,"[{'location': -0.0037377204, 'entity': -5.750342, 'description': -7.766341, 'n': -8.9930105, 'ab': -13.8519125}]",location
What can communications satellites offer yachts ?,entity,13,"[{'description': -9.234426e-05, 'entity': -9.295853, 'n': -14.335799, 'location': -16.624771, 'ab': -18.234596}]",description
How many Fig Newtons are there to the pound ?,numeric value,38,"[{'n': -1.2622395e-06, 'entity': -13.895668, 'description': -14.8966465, 'ab': -16.51664, 'location': -20.404915}]",n
Who is the premier of China ?,human being,29,"[{'human': -0.33147773, 'entity': -1.2699848, 'description': -6.681438, 'location': -10.411876, 'n': -11.038539}]",human
What cigar-chewing comedian observed : `` You 're only as old as the woman you feel '' ?,human being,29,"[{'human': -0.14133634, 'entity': -2.6329288, 'description': -2.8170028, 'ab': -9.455492, 'n': -9.690561}]",human
How many bones are there in the human hand ?,numeric value,38,"[{'n': -1.0920954e-05, 'entity': -11.55498, 'description': -13.601863, 'ab': -16.113392, 'human': -17.04121}]",n
What bread company used to feature stickers of the Cisco Kid on the ends of their packages ?,human being,28,"[{'entity': -0.04559759, 'description': -3.1118813, 'ab': -9.857624, 'location': -13.297214, 'n': -13.299328}]",entity
Who was the president of Vichy France ?,human being,29,"[{'human': -0.5498764, 'entity': -0.86333776, 'description': -6.7497125, 'n': -10.542834, 'ab': -10.870021}]",human
Whose kidnaping was termed The Crime of the Century ?,human being,29,"[{'entity': -0.18671873, 'human': -1.8550918, 'description': -4.279416, 'n': -11.093501, 'location': -11.219738}]",entity
What is hydrogen ?,description,24,"[{'entity': -0.67888397, 'description': -0.7076316, 'n': -11.874188, 'ab': -14.663822, 'location': -17.027729}]",entity
What group asked the musical question Do You Believe in Magic ?,human being,28,"[{'entity': -0.16256899, 'description': -2.1757755, 'human': -3.3127003, 'ab': -9.5810795, 'n': -10.455172}]",entity
What was the tallest building in America in 1922 ?,location,35,"[{'entity': -0.59882575, 'n': -1.0978721, 'description': -2.2405417, 'location': -4.553461, 'human': -11.0294895}]",entity
What buxom blonde appeared on the cover of more than 5 magazines ?,human being,29,"[{'description': -0.14986882, 'entity': -2.1648223, 'human': -3.7130175, 'n': -12.498974, 'location': -13.639233}]",description
What is recruitment interview technique ?,description,24,"[{'description': -7.922942e-05, 'entity': -9.452082, 'n': -14.41678, 'human': -16.27231, 'ab': -16.391268}]",description
How does a hurricane form ?,description,26,"[{'description': -0.00010987075, 'entity': -9.144725, 'n': -12.710826, 'location': -15.779024, 'ab': -17.105091}]",description
What does the donation process entail ?,description,24,"[{'description': -1.0084622e-05, 'entity': -11.5309305, 'n': -14.874086, 'ab': -18.510149, 'location': -19.051018}]",description
How far is it from Phoenix to Blythe ?,numeric value,40,"[{'n': -0.0021052614, 'location': -6.53662, 'entity': -7.480689, 'description': -9.364493, 'ab': -12.412314}]",n
What New Hampshire hamlet rises early to vote first in U.S. presidential elections ?,location,32,"[{'location': -0.030146964, 'entity': -3.6475937, 'description': -5.6626616, 'ab': -8.9005, 'n': -10.310206}]",location
How many people watch network television ?,numeric value,38,"[{'n': -6.746778e-06, 'entity': -12.019965, 'description': -14.163695, 'ab': -16.695936, 'human': -16.739897}]",n
"What garment was named for Bradley , Voorhees and Day ?",entity,15,"[{'description': -0.07230195, 'entity': -2.6629925, 'n': -11.971937, 'ab': -13.32681, 'location': -13.415792}]",description
Who first broke the sound barrier ?,human being,29,"[{'human': -0.5348684, 'entity': -1.0160697, 'description': -2.954241, 'n': -9.13405, 'location': -11.648592}]",human
How do birds have sex ?,description,26,"[{'description': -0.0027205567, 'entity': -5.914753, 'human': -11.31506, 'n': -12.238345, 'location': -14.767551}]",description
How many horses are there on a polo team ?,numeric value,38,"[{'n': -6.5092986e-06, 'entity': -11.970533, 'description': -15.455632, 'ab': -16.686361, 'location': -19.373112}]",n
What 's destroyed in Genesis 19 : 24 ?,entity,13,"[{'description': -0.013424852, 'entity': -4.3192716, 'n': -11.026386, 'location': -11.70126, 'human': -14.001607}]",description
What new year is celebrated on February 16th ?,entity,8,"[{'n': -0.16960137, 'description': -2.4171216, 'entity': -2.719238, 'ab': -7.4092097, 'location': -8.701652}]",n
What is Occam 's Razor ?,description,24,"[{'description': -0.103668965, 'entity': -2.3275383, 'ab': -6.972687, 'n': -12.56611, 'human': -15.90969}]",description
Where do the Grimace and Mayor McCheese live ?,location,35,"[{'location': -0.0009621376, 'entity': -7.567887, 'description': -7.72226, 'n': -13.33477, 'ab': -15.127617}]",location
How long does it take to hike the entire Appalachian Trail ?,numeric value,44,"[{'n': -0.0055884835, 'description': -5.2514915, 'entity': -8.020458, 'ab': -12.747181, 'location': -13.534168}]",n
What role do fruits play in the survival of plants ?,human being,29,"[{'description': -0.00017210613, 'entity': -8.677479, 'n': -13.302059, 'location': -16.670834, 'human': -17.97726}]",description
Where is the world championship sled dog race held each February ?,location,35,"[{'location': -1.6999666e-05, 'entity': -11.322305, 'description': -12.380998, 'n': -14.82914, 'ab': -14.911935}]",location
What are the medical purposes of `` clitoridectomy '' ?,description,27,"[{'description': -0.010014461, 'entity': -4.6091967, 'ab': -12.820042, 'human': -13.710522, 'n': -13.962841}]",description
How is thalassemia defined ?,description,24,"[{'description': -0.000983076, 'entity': -6.9267335, 'n': -13.71549, 'ab': -15.1371975, 'human': -16.791746}]",description
What 's the name of the Tampa newspaper ?,entity,5,"[{'entity': -0.011001584, 'description': -4.5229793, 'location': -9.818831, 'human': -10.91294, 'ab': -11.812636}]",entity
What is a storm surge ?,description,24,"[{'description': -0.0004136351, 'entity': -7.797151, 'n': -12.88263, 'ab': -16.428787, 'location': -16.463043}]",description
How do you use `` farther '' as opposed to `` further '' ?,description,26,"[{'description': -0.00024251342, 'entity': -8.339277, 'n': -13.297102, 'ab': -13.694059, 'human': -14.326177}]",description
What was the alternate to VHS ?,entity,13,"[{'ab': -0.61082023, 'entity': -0.97748893, 'description': -2.5157273, 'n': -10.251133, 'location': -14.875088}]",ab
What is one of the languages of the Sioux ?,entity,11,"[{'description': -0.11223352, 'entity': -2.2430396, 'human': -11.006299, 'location': -11.892926, 'n': -12.609419}]",description
What Pulitzer Prize-winning novelist ran for mayor of New York City ?,human being,29,"[{'entity': -0.026699772, 'human': -4.0652585, 'description': -4.7139325, 'ab': -8.504986, 'location': -11.672024}]",entity
How many times can a nickel-cadmium rechargeable battery be recharged ?,numeric value,38,"[{'n': -9.055464e-07, 'entity': -14.360778, 'description': -14.954887, 'ab': -17.256447, 'location': -19.662544}]",n
How is cologne made ?,description,26,"[{'description': -0.00011964774, 'entity': -9.040364, 'n': -13.713605, 'location': -16.469631, 'ab': -17.582563}]",description
What was the food of the Greek gods called ?,entity,9,"[{'description': -0.112278335, 'entity': -2.2424967, 'n': -11.488361, 'location': -14.037066, 'ab': -14.70283}]",description
What does camera-ready art mean ?,description,24,"[{'description': -0.060704805, 'entity': -3.4686332, 'ab': -3.585134, 'n': -11.971608, 'location': -15.769429}]",description
How many seats does the Batmobile sport ?,numeric value,38,"[{'n': -7.698572e-06, 'entity': -11.908118, 'description': -13.894201, 'ab': -16.165512, 'human': -19.230665}]",n
How many cards are dealt to each player in Gin Rummy ?,numeric value,38,"[{'n': -6.6619094e-07, 'entity': -14.261993, 'description': -16.103294, 'ab': -17.36174, 'human': -20.4441}]",n
What happened to Phillip Taylor Kramer ?,description,25,"[{'description': -0.059131023, 'entity': -2.9737732, 'human': -5.066989, 'n': -12.781291, 'location': -12.914476}]",description
What Erica Jong novel deals with Isadora Wing 's fear ?,entity,5,"[{'description': -0.010541214, 'entity': -4.5580115, 'n': -13.305958, 'human': -13.966381, 'location': -15.041905}]",description
What time of year do most people fly ?,numeric value,39,"[{'description': -0.1315523, 'n': -2.1950212, 'entity': -4.4543214, 'human': -9.1051855, 'location': -9.187346}]",description
Who was Scrooge 's dead partner in Dickens 's A Christmas Carol ?,human being,29,"[{'entity': -0.41974652, 'human': -1.3819811, 'description': -2.3895645, 'n': -10.679726, 'location': -11.605376}]",entity
What is the origin of the Christmas tree ?,description,25,"[{'description': -0.0020435012, 'entity': -6.2029557, 'location': -11.074294, 'n': -13.022924, 'human': -15.944662}]",description
When is the Thai New Year ?,numeric value,39,"[{'description': -0.8382304, 'n': -0.9239466, 'entity': -1.8234751, 'location': -5.134617, 'ab': -5.9364886}]",description
What four tournaments make up tennis ' Grand Slam ?,entity,17,"[{'entity': -0.14126205, 'description': -2.3639562, 'ab': -3.287296, 'n': -8.024699, 'human': -12.132396}]",entity
What 1964 film introduced the song My Kind of Town ?,entity,5,"[{'description': -0.10462877, 'entity': -2.309623, 'n': -10.434599, 'location': -11.946577, 'ab': -12.275474}]",description
Who recorded the 1957 hit Tammy ?,human being,29,"[{'human': -0.16292052, 'entity': -1.9021553, 'description': -6.8441186, 'n': -10.771724, 'ab': -11.981044}]",human
What is the term for the side of the mountain that faces the prevailing winds ?,entity,21,"[{'description': -0.00062313356, 'entity': -7.4110765, 'location': -11.0646105, 'n': -12.991886, 'ab': -14.797132}]",description
